machine_id,day,runtime_minutes,utilization_percent,health_score,temperature_c,vibration_mm_s,power_consumption_kw,failure_event
M002,310,639,88.75,85.43,61.8,1.93,16.02,0
M003,310,698,96.94,77.83,69.6,3.02,4.94,0
M004,310,436,60.56,78.57,58.5,2.66,17.07,0
M005,310,548,76.11,82.69,65.9,2.24,10.59,0
M006,310,540,75.0,82.84,76.3,3.16,3.61,0
M007,310,558,77.5,90.67,62.9,2.33,13.68,0
M008,310,479,66.53,74.21,82.2,3.99,9.94,1
M009,310,621,86.25,80.8,62.6,2.53,4.65,0
M010,310,660,91.67,79.78,63.1,2.29,6.6,0
M011,310,649,90.14,88.92,54.5,3.51,20.18,1
M012,310,453,62.92,84.79,64.9,4.26,3.74,0
M013,310,463,64.31,84.76,76.0,2.98,29.83,1
M014,310,586,81.39,81.51,64.6,3.94,6.81,0
M015,310,442,61.39,77.23,57.3,1.83,3.63,0
M016,310,614,85.28,90.06,67.1,2.05,20.08,0
M017,310,569,79.03,76.64,56.2,2.3,19.05,1
M018,310,556,77.22,82.18,74.7,1.75,3.8,0
M001,311,500,69.44,83.98,66.7,3.04,16.79,0
M002,311,429,59.58,81.05,68.1,2.95,17.9,0
M003,311,636,88.33,73.86,58.4,3.65,3.73,1
M004,311,691,95.97,79.4,73.4,2.46,12.77,1
M005,311,629,87.36,80.33,65.2,2.26,12.54,0
M006,311,477,66.25,81.04,70.5,3.65,5.27,0
M007,311,578,80.28,84.58,59.3,1.85,15.05,0
M008,311,631,87.64,88.61,69.3,1.95,7.77,0
M009,311,435,60.42,73.83,68.1,3.69,5.31,0
M010,311,569,79.03,82.74,57.8,2.38,6.28,0
M011,311,696,96.67,78.61,64.0,2.52,15.34,1
M012,311,488,67.78,86.84,62.1,3.34,3.82,1
M013,311,512,71.11,77.89,68.1,2.48,32.17,1
M014,311,620,86.11,80.77,67.7,2.47,6.97,0
M015,311,574,79.72,83.28,68.5,1.84,5.58,0
M016,311,475,65.97,84.95,65.3,2.46,20.29,0
M017,311,579,80.42,82.79,75.9,1.85,20.07,0
M018,311,424,58.89,77.64,67.3,3.0,4.98,1
M001,312,509,70.69,74.57,67.6,1.93,15.08,0
M002,312,683,94.86,75.57,72.2,1.41,14.81,0
M003,312,687,95.42,88.52,61.9,1.99,5.62,0
M004,312,632,87.78,88.49,61.7,3.01,15.54,0
M005,312,668,92.78,73.85,64.7,3.07,12.94,1
M006,312,559,77.64,80.6,61.0,2.26,4.74,0
M007,312,657,91.25,82.06,63.9,3.32,16.52,0
M008,312,652,90.56,85.8,75.3,3.41,11.01,1
M009,312,448,62.22,84.1,82.3,2.73,3.71,1
M010,312,672,93.33,81.37,65.4,2.11,7.2,0
M011,312,552,76.67,83.85,70.0,3.22,19.72,0
M012,312,476,66.11,82.91,57.0,3.54,3.98,0
M013,312,446,61.94,82.43,65.3,2.52,27.73,0
M014,312,702,97.5,83.92,66.5,2.75,5.84,1
M015,312,445,61.81,81.98,73.0,1.97,4.53,0
M016,312,643,89.31,81.9,56.5,3.21,28.0,0
M017,312,710,98.61,78.91,66.6,3.0,16.16,1
M018,312,537,74.58,86.77,71.4,2.38,4.44,0
M001,313,532,73.89,74.53,68.3,2.17,17.81,0
M002,313,509,70.69,81.94,68.3,2.68,16.53,0
M003,313,462,64.17,80.25,71.0,2.49,3.78,0
M004,313,467,64.86,73.32,66.1,2.06,13.8,0
M005,313,612,85.0,76.86,60.5,2.12,13.87,0
M006,313,616,85.56,81.07,62.1,3.48,4.09,1
M007,313,596,82.78,78.66,58.4,1.24,18.83,1
M008,313,653,90.69,77.57,65.8,2.83,8.42,0
M009,313,575,79.86,76.22,71.3,4.04,3.74,0
M010,313,489,67.92,83.13,70.5,3.54,5.31,0
M011,313,456,63.33,78.02,65.3,3.03,20.94,1
M012,313,673,93.47,84.55,80.5,1.53,4.76,0
M013,313,633,87.92,78.11,60.5,3.89,27.59,0
M014,313,506,70.28,88.78,52.7,3.82,7.19,1
M015,313,686,95.28,79.91,77.8,2.32,4.19,0
M016,313,473,65.69,81.59,65.2,2.64,20.59,0
M017,313,578,80.28,81.51,61.2,2.0,16.6,0
M018,313,553,76.81,78.66,57.7,3.6,4.38,1
M001,314,423,58.75,83.21,61.7,3.38,20.03,0
M002,314,457,63.47,83.43,73.1,3.41,19.11,0
M003,314,493,68.47,82.93,74.8,2.84,5.06,0
M004,314,480,66.67,83.81,59.3,2.79,15.08,0
M005,314,434,60.28,88.4,74.0,3.33,9.93,0
M006,314,546,75.83,77.6,76.4,2.73,5.13,1
M007,314,464,64.44,79.84,61.2,2.62,13.92,0
M008,314,568,78.89,82.24,62.4,3.07,11.12,1
M009,314,635,88.19,84.35,62.6,2.64,5.09,0
M010,314,421,58.47,80.5,62.5,3.35,6.12,0
M011,314,690,95.83,82.86,67.9,2.33,19.23,0
M012,314,669,92.92,81.85,64.6,2.3,5.68,0
M013,314,474,65.83,74.33,58.9,1.89,37.41,0
M014,314,637,88.47,71.71,63.2,1.46,5.91,1
M015,314,503,69.86,88.35,63.5,2.26,5.15,0
M016,314,653,90.69,77.65,51.3,1.37,20.4,0
M017,314,466,64.72,81.9,57.9,2.91,20.56,0
M018,314,644,89.44,82.95,65.4,2.55,5.27,0
M001,315,606,84.17,87.06,82.5,3.45,20.89,1
M002,315,457,63.47,78.89,76.5,1.85,20.05,0
M003,315,626,86.94,84.65,57.1,2.03,4.79,0
M004,315,552,76.67,77.63,70.6,1.81,10.86,0
M005,315,598,83.06,84.53,57.4,2.01,13.29,0
M006,315,660,91.67,78.43,72.7,3.54,3.81,0
M007,315,607,84.31,78.0,77.9,3.51,18.69,1
M008,315,470,65.28,90.29,68.0,2.52,10.08,0
M009,315,671,93.19,83.97,71.3,2.31,3.85,1
M010,315,488,67.78,84.83,52.6,3.57,6.79,0
M011,315,581,80.69,75.81,63.6,2.4,19.3,0
M012,315,659,91.53,75.31,69.8,3.26,4.51,1
M013,315,650,90.28,85.68,63.0,1.68,30.8,0
M014,315,557,77.36,83.34,75.1,2.49,5.2,0
M015,315,625,86.81,80.91,60.2,3.38,4.26,0
M016,315,480,66.67,76.28,75.5,2.37,24.44,0
M017,315,493,68.47,84.41,66.8,2.72,17.76,0
M018,315,553,76.81,89.7,62.9,1.95,4.85,0
M001,316,420,58.33,84.98,54.8,3.53,14.95,0
M002,316,591,82.08,83.33,59.2,1.76,20.69,0
M003,316,560,77.78,81.14,63.7,2.89,4.69,0
M004,316,591,82.08,77.39,67.1,3.06,11.71,0
M005,316,661,91.81,87.42,50.5,2.83,11.36,1
M006,316,610,84.72,81.7,73.2,1.75,4.64,0
M007,316,470,65.28,75.69,69.4,3.64,14.32,0
M008,316,552,76.67,80.53,57.5,2.88,10.55,0
M009,316,579,80.42,80.04,70.6,3.94,4.21,0
M010,316,458,63.61,80.14,65.7,2.35,6.71,0
M011,316,636,88.33,80.3,68.0,1.99,22.88,0
M012,316,469,65.14,82.68,65.3,2.57,3.69,0
M013,316,619,85.97,77.47,64.3,3.08,33.2,0
M014,316,479,66.53,79.88,71.1,2.67,6.14,0
M015,316,507,70.42,83.63,66.8,2.65,5.55,0
M016,316,695,96.53,82.25,50.9,2.85,18.55,0
M017,316,491,68.19,83.51,68.7,2.62,16.91,0
M018,316,659,91.53,79.16,63.4,1.34,3.92,0
M001,317,718,99.72,87.64,68.0,2.73,14.47,0
M002,317,626,86.94,78.75,62.0,2.2,19.04,0
M003,317,421,58.47,83.47,51.9,2.1,3.85,0
M004,317,466,64.72,83.39,71.9,1.76,15.8,0
M005,317,657,91.25,84.66,68.0,2.17,10.64,0
M006,317,686,95.28,82.72,71.5,3.05,5.41,1
M007,317,549,76.25,84.04,65.0,1.33,17.18,0
M008,317,608,84.44,82.55,73.9,3.5,10.62,0
M009,317,474,65.83,80.28,60.8,2.55,4.49,0
M010,317,582,80.83,75.5,73.6,3.43,7.57,0
M011,317,648,90.0,76.25,78.1,2.11,15.33,1
M012,317,630,87.5,75.29,78.7,3.29,4.91,1
M013,317,697,96.81,81.05,71.3,2.72,33.6,0
M014,317,587,81.53,79.84,61.8,2.13,5.09,0
M015,317,423,58.75,80.6,64.1,3.04,5.69,0
M016,317,682,94.72,89.24,71.1,2.98,27.72,0
M017,317,589,81.81,74.93,63.8,2.63,16.35,0
M018,317,452,62.78,80.46,72.1,3.22,5.69,0
M001,318,716,99.44,78.43,69.9,3.45,19.15,1
M002,318,612,85.0,78.97,77.5,2.85,14.23,0
M003,318,469,65.14,80.62,59.2,2.3,4.08,0
M004,318,503,69.86,79.01,72.5,3.01,14.3,0
M005,318,422,58.61,82.63,78.9,1.24,9.35,0
M006,318,499,69.31,84.48,69.7,2.0,4.31,0
M007,318,649,90.14,79.31,67.3,1.89,18.17,0
M008,318,447,62.08,77.04,66.8,2.48,9.44,0
M009,318,577,80.14,80.03,60.0,2.34,4.04,0
M010,318,592,82.22,76.81,70.2,4.12,5.85,0
M011,318,539,74.86,76.75,58.3,3.97,21.92,0
M012,318,601,83.47,86.84,68.1,2.65,4.33,0
M013,318,626,86.94,83.43,74.7,1.72,30.39,0
M014,318,546,75.83,88.53,62.4,2.7,5.58,0
M015,318,466,64.72,85.01,71.7,1.92,5.09,0
M016,318,500,69.44,88.58,73.8,2.71,24.57,0
M017,318,541,75.14,79.61,75.8,2.66,16.0,1
M018,318,432,60.0,83.22,74.1,2.68,4.5,0
M001,319,571,79.31,79.75,67.8,2.91,15.52,1
M002,319,670,93.06,77.26,65.2,2.72,16.0,0
M003,319,521,72.36,81.55,65.6,2.09,4.74,0
M004,319,589,81.81,89.66,55.2,2.63,12.38,0
M005,319,609,84.58,78.12,62.4,3.49,11.47,1
M006,319,474,65.83,78.8,71.2,2.88,4.0,1
M007,319,678,94.17,87.37,75.6,3.25,18.34,1
M008,319,449,62.36,83.14,65.9,3.99,9.63,0
M009,319,535,74.31,83.41,66.4,1.82,5.06,0
M010,319,555,77.08,78.82,66.8,4.31,4.97,1
M011,319,547,75.97,77.85,69.8,2.25,20.1,1
M012,319,499,69.31,82.76,75.8,2.81,5.45,1
M013,319,715,99.31,87.69,66.6,2.19,33.94,0
M014,319,583,80.97,78.24,58.6,3.46,6.04,1
M015,319,700,97.22,75.85,65.1,1.92,3.88,1
M016,319,595,82.64,73.56,74.0,2.99,24.19,0
M017,319,691,95.97,77.66,72.4,1.88,15.31,0
M018,319,598,83.06,79.49,76.7,2.88,3.86,0
M001,320,455,63.19,82.87,77.8,2.21,20.12,1
M002,320,638,88.61,72.44,73.5,3.98,15.94,1
M003,320,714,99.17,77.16,75.1,1.26,4.69,0
M004,320,531,73.75,90.3,63.9,3.08,17.05,0
M005,320,565,78.47,81.83,69.6,2.98,13.72,0
M006,320,687,95.42,81.31,61.3,3.2,4.74,0
M007,320,630,87.5,74.58,76.0,2.81,14.65,1
M008,320,543,75.42,79.62,73.4,3.17,8.32,0
M009,320,640,88.89,83.86,57.7,4.07,4.7,0
M010,320,446,61.94,83.89,67.4,2.74,6.53,0
M011,320,666,92.5,89.14,55.5,2.61,20.27,0
M012,320,633,87.92,72.24,50.2,2.96,3.88,1
M013,320,701,97.36,79.11,54.8,3.38,25.78,1
M014,320,584,81.11,85.15,63.1,2.14,7.1,0
M015,320,525,72.92,73.49,69.3,2.15,4.52,0
M016,320,516,71.67,81.25,79.7,3.06,26.63,0
M017,320,440,61.11,78.55,76.5,3.04,18.47,0
M018,320,436,60.56,79.92,71.5,2.55,4.89,0
M001,321,656,91.11,81.49,54.5,1.47,16.04,0
M002,321,579,80.42,81.5,67.7,3.8,15.81,0
M003,321,561,77.92,76.64,58.2,3.06,4.7,0
M004,321,451,62.64,85.37,65.9,2.25,15.62,0
M005,321,601,83.47,87.68,72.6,1.89,9.35,0
M006,321,599,83.19,74.84,67.5,1.16,4.81,0
M007,321,522,72.5,86.59,66.6,2.92,12.39,1
M008,321,547,75.97,74.08,79.3,2.89,9.84,1
M009,321,520,72.22,82.15,70.5,2.45,5.65,0
M010,321,616,85.56,75.9,56.3,2.94,6.34,0
M011,321,644,89.44,85.68,67.5,3.32,23.49,0
M012,321,453,62.92,81.45,72.5,2.38,4.33,0
M013,321,539,74.86,80.61,72.4,2.46,34.9,0
M014,321,620,86.11,83.98,73.3,2.0,7.15,0
M015,321,653,90.69,79.0,70.7,2.19,4.59,1
M016,321,583,80.97,82.05,68.2,2.09,25.53,0
M017,321,570,79.17,84.83,70.1,2.97,19.72,0
M018,321,525,72.92,77.33,53.7,2.17,4.09,1
M001,322,577,80.14,78.81,65.4,3.23,20.77,0
M002,322,520,72.22,78.37,50.2,3.4,15.9,0
M003,322,430,59.72,81.84,69.4,3.66,5.03,0
M004,322,499,69.31,77.07,58.1,2.95,15.55,0
M005,322,453,62.92,85.85,65.9,2.84,9.53,0
M006,322,600,83.33,82.88,62.3,3.58,4.0,0
M007,322,480,66.67,78.11,72.7,2.32,16.75,0
M008,322,626,86.94,76.43,52.4,3.01,7.6,1
M009,322,445,61.81,83.34,64.8,2.3,4.58,0
M010,322,471,65.42,75.48,56.2,2.27,5.84,1
M011,322,494,68.61,87.11,70.8,3.44,23.1,1
M012,322,477,66.25,78.87,64.6,2.43,3.65,0
M013,322,454,63.06,79.18,52.6,3.32,27.97,1
M014,322,431,59.86,83.82,80.2,3.96,5.89,1
M015,322,592,82.22,89.42,74.9,2.21,5.25,0
M016,322,483,67.08,74.62,61.3,2.29,24.56,1
M017,322,681,94.58,81.86,77.8,2.25,14.51,0
M018,322,544,75.56,78.45,72.7,1.73,4.03,0
M001,323,495,68.75,76.59,70.4,2.0,17.31,1
M002,323,500,69.44,78.28,60.5,2.81,17.97,0
M003,323,678,94.17,83.95,74.8,2.92,3.66,0
M004,323,455,63.19,71.45,53.9,2.43,14.52,0
M005,323,422,58.61,84.34,74.6,2.32,11.48,0
M006,323,660,91.67,85.48,63.5,2.99,5.12,0
M007,323,575,79.86,83.01,66.9,2.81,18.91,0
M008,323,671,93.19,82.39,67.0,2.66,7.84,0
M009,323,620,86.11,84.91,65.3,4.03,4.85,0
M010,323,720,100.0,80.23,56.4,2.28,6.48,0
M011,323,429,59.58,84.42,69.8,1.63,18.94,0
M012,323,476,66.11,74.48,57.3,4.11,4.91,1
M013,323,664,92.22,75.0,78.0,3.39,37.87,1
M014,323,624,86.67,80.02,57.3,1.51,6.05,0
M015,323,686,95.28,76.32,70.5,2.87,4.56,0
M016,323,568,78.89,77.37,69.8,3.87,25.35,1
M017,323,684,95.0,85.96,72.9,3.04,13.92,0
M018,323,566,78.61,81.64,68.6,2.54,5.5,0
M001,324,611,84.86,76.79,80.5,2.5,18.75,0
M002,324,632,87.78,80.83,67.0,3.24,14.9,0
M003,324,545,75.69,88.28,68.2,2.13,3.94,0
M004,324,557,77.36,80.63,66.4,3.83,16.89,1
M005,324,672,93.33,80.3,67.7,2.09,11.15,0
M006,324,497,69.03,83.61,58.2,3.2,5.61,0
M007,324,660,91.67,83.61,74.7,1.44,14.5,0
M008,324,597,82.92,84.43,62.9,2.9,10.94,0
M009,324,476,66.11,73.61,62.7,2.78,4.26,0
M010,324,444,61.67,86.46,66.8,3.15,5.37,0
M011,324,650,90.28,85.27,59.0,3.52,20.72,1
M012,324,505,70.14,79.85,56.6,3.77,4.84,1
M013,324,661,91.81,77.36,77.6,3.58,31.64,1
M014,324,720,100.0,84.02,73.2,3.26,5.53,1
M015,324,590,81.94,85.94,61.4,2.29,4.06,0
M016,324,451,62.64,84.57,63.7,3.34,28.09,1
M017,324,521,72.36,83.99,69.2,1.97,17.57,0
M018,324,632,87.78,89.49,77.5,1.95,5.17,0
M001,325,545,75.69,85.35,72.0,2.39,18.43,0
M002,325,537,74.58,78.87,62.2,3.29,19.43,0
M003,325,593,82.36,81.75,64.0,2.48,4.3,0
M004,325,630,87.5,81.94,56.1,3.2,11.03,0
M005,325,570,79.17,83.0,74.2,1.92,12.29,0
M006,325,696,96.67,84.24,71.6,3.13,4.49,1
M007,325,653,90.69,79.81,79.9,3.3,17.49,1
M008,325,424,58.89,78.22,70.2,4.07,7.61,0
M009,325,709,98.47,77.63,66.2,3.46,3.64,1
M010,325,508,70.56,85.5,68.6,2.21,5.69,0
M011,325,564,78.33,75.64,54.3,1.67,21.1,0
M012,325,454,63.06,82.35,66.4,2.03,5.05,0
M013,325,673,93.47,79.93,78.8,3.45,32.92,1
M014,325,526,73.06,82.81,76.7,3.07,5.78,0
M015,325,578,80.28,78.61,65.6,2.32,5.33,0
M016,325,441,61.25,87.73,73.1,2.56,20.44,0
M017,325,603,83.75,79.27,71.3,3.64,16.7,1
M018,325,585,81.25,82.36,73.0,2.19,3.76,0
M001,326,435,60.42,78.38,73.8,2.36,16.91,0
M002,326,502,69.72,79.13,66.4,2.84,20.4,0
M003,326,614,85.28,84.97,57.8,4.08,4.63,1
M004,326,603,83.75,75.64,68.3,1.89,12.13,0
M005,326,456,63.33,79.09,72.1,4.02,11.49,0
M006,326,466,64.72,81.46,68.6,1.75,4.75,0
M007,326,594,82.5,77.54,56.8,2.57,15.04,0
M008,326,440,61.11,77.14,68.5,1.75,8.98,0
M009,326,597,82.92,86.0,54.3,1.41,3.91,0
M010,326,424,58.89,78.14,69.8,3.02,5.01,1
M011,326,490,68.06,83.89,50.9,2.21,17.78,0
M012,326,701,97.36,78.82,63.3,1.65,4.87,1
M013,326,612,85.0,83.16,69.2,1.47,31.9,0
M014,326,594,82.5,88.66,78.1,1.79,6.12,0
M015,326,636,88.33,76.77,70.4,2.8,4.13,1
M016,326,711,98.75,83.45,63.8,2.23,21.7,1
M017,326,664,92.22,79.85,57.3,1.99,18.07,0
M018,326,683,94.86,77.3,64.8,2.28,5.15,0
M001,327,479,66.53,82.56,74.4,3.76,18.61,0
M002,327,449,62.36,83.45,69.9,2.77,20.09,0
M003,327,704,97.78,76.84,63.0,2.31,4.03,1
M004,327,467,64.86,86.76,67.4,3.08,15.29,0
M005,327,500,69.44,73.04,57.7,3.45,9.52,0
M006,327,538,74.72,86.33,70.1,2.54,4.66,0
M007,327,485,67.36,84.43,58.8,2.1,13.2,0
M008,327,602,83.61,82.69,69.8,2.03,7.33,0
M009,327,549,76.25,73.11,71.7,4.17,5.43,1
M010,327,712,98.89,84.75,66.6,2.52,5.32,0
M011,327,540,75.0,83.43,65.0,3.28,21.07,0
M012,327,693,96.25,82.42,69.6,1.51,3.72,0
M013,327,451,62.64,77.31,68.6,2.76,35.33,0
M014,327,718,99.72,83.41,69.8,3.0,5.48,0
M015,327,667,92.64,76.07,63.4,2.38,5.68,0
M016,327,661,91.81,80.78,69.8,3.93,25.31,0
M017,327,465,64.58,77.69,67.6,2.77,19.04,0
M018,327,643,89.31,86.51,69.2,3.48,5.51,0
M001,328,588,81.67,80.83,59.6,3.41,13.39,0
M002,328,437,60.69,80.55,65.1,3.78,13.81,0
M003,328,484,67.22,79.18,65.2,2.5,5.01,0
M004,328,638,88.61,81.75,57.2,3.05,14.12,0
M005,328,495,68.75,84.91,76.0,2.06,14.04,0
M006,328,611,84.86,81.02,53.3,2.43,4.77,0
M007,328,674,93.61,73.08,79.8,2.93,17.39,1
M008,328,544,75.56,78.39,60.5,2.35,10.11,0
M009,328,625,86.81,72.49,64.6,3.42,4.45,0
M010,328,544,75.56,76.41,70.8,2.57,6.62,0
M011,328,642,89.17,79.98,75.5,2.34,19.7,1
M012,328,488,67.78,75.75,71.6,3.06,4.13,1
M013,328,719,99.86,84.92,58.7,2.9,27.52,0
M014,328,609,84.58,88.13,61.9,4.08,6.47,0
M015,328,671,93.19,87.62,69.0,2.6,5.15,0
M016,328,671,93.19,79.3,66.5,3.83,19.1,1
M017,328,629,87.36,88.28,61.1,1.97,13.79,0
M018,328,570,79.17,89.0,64.1,1.97,4.5,0
M001,329,653,90.69,83.76,59.6,1.81,20.42,0
M002,329,614,85.28,86.5,61.5,3.19,17.43,0
M003,329,481,66.81,72.46,76.8,4.15,5.22,1
M004,329,549,76.25,74.72,79.4,2.41,14.57,1
M005,329,463,64.31,82.5,62.2,2.25,10.8,0
M006,329,510,70.83,86.05,55.5,2.25,5.03,0
M007,329,556,77.22,80.48,69.6,3.71,17.51,1
M008,329,657,91.25,76.56,70.2,3.74,10.85,1
M009,329,465,64.58,75.26,69.6,2.48,5.38,1
M010,329,456,63.33,73.62,57.6,2.68,6.16,0
M011,329,698,96.94,76.98,82.7,3.23,19.06,1
M012,329,591,82.08,76.61,62.0,3.21,5.44,1
M013,329,685,95.14,73.05,53.2,1.85,36.52,0
M014,329,631,87.64,82.0,72.6,3.39,5.61,1
M015,329,684,95.0,80.53,78.6,2.84,4.52,1
M016,329,518,71.94,76.66,63.3,2.99,20.77,1
M017,329,578,80.28,76.58,74.4,3.09,13.31,1
M018,329,491,68.19,74.83,68.7,2.69,3.6,0
M001,330,652,90.56,87.74,70.5,2.99,13.28,0
M002,330,700,97.22,76.93,64.7,1.47,17.53,1
M003,330,560,77.78,71.08,58.4,1.63,3.62,1
M004,330,472,65.56,81.13,73.7,3.64,14.31,1
M005,330,587,81.53,84.85,70.8,2.2,10.51,0
M006,330,616,85.56,76.4,61.5,3.82,4.42,1
M007,330,604,83.89,84.41,68.0,2.76,14.26,0
M008,330,696,96.67,86.8,58.0,2.27,8.32,0
M009,330,462,64.17,77.59,76.7,1.83,4.57,1
M010,330,706,98.06,83.39,67.9,3.44,6.77,0
M011,330,605,84.03,79.33,66.5,2.99,20.76,1
M012,330,598,83.06,72.17,73.0,2.7,4.7,0
M013,330,613,85.14,78.16,57.1,3.4,25.63,1
M014,330,565,78.47,88.06,67.0,2.86,5.24,0
M015,330,445,61.81,82.19,74.1,3.84,4.7,0
M016,330,534,74.17,80.49,68.5,3.25,27.6,1
M017,330,622,86.39,91.27,63.1,2.97,13.23,0
M018,330,661,91.81,82.11,66.0,4.22,4.73,0
M001,331,586,81.39,83.12,72.9,3.47,15.09,0
M002,331,640,88.89,76.1,69.3,2.31,13.57,0
M003,331,664,92.22,82.34,77.6,2.19,3.96,1
M004,331,543,75.42,85.93,75.0,3.26,17.09,0
M005,331,650,90.28,72.68,72.1,2.37,10.28,1
M006,331,719,99.86,74.27,62.1,3.2,4.82,0
M007,331,637,88.47,80.93,73.8,3.4,12.92,0
M008,331,524,72.78,72.98,75.5,2.29,7.24,0
M009,331,661,91.81,72.92,67.4,3.58,5.65,0
M010,331,520,72.22,80.81,56.2,3.39,5.46,0
M011,331,700,97.22,75.31,76.7,2.81,23.14,1
M012,331,461,64.03,80.9,65.4,2.02,4.81,0
M013,331,430,59.72,82.9,56.1,3.03,33.55,0
M014,331,428,59.44,77.5,61.9,1.84,5.44,1
M015,331,462,64.17,75.11,73.7,3.16,5.56,0
M016,331,636,88.33,75.75,67.9,1.44,24.85,0
M017,331,533,74.03,84.49,67.6,3.52,13.6,1
M018,331,658,91.39,80.73,70.2,2.01,4.46,0
M001,332,615,85.42,87.33,65.9,1.69,19.68,0
M002,332,631,87.64,83.75,74.5,4.23,16.59,1
M003,332,593,82.36,83.87,69.0,2.62,3.72,0
M004,332,573,79.58,86.47,72.0,3.82,15.08,1
M005,332,623,86.53,84.25,76.3,3.02,12.03,0
M006,332,610,84.72,75.61,56.5,2.53,4.66,0
M007,332,534,74.17,81.9,74.2,2.21,13.24,0
M008,332,696,96.67,86.88,71.7,3.84,7.24,1
M009,332,557,77.36,77.37,56.2,4.03,3.65,0
M010,332,594,82.5,73.94,57.1,3.68,5.97,1
M011,332,633,87.92,86.82,75.3,1.27,23.74,0
M012,332,590,81.94,89.07,61.9,3.72,3.99,0
M013,332,564,78.33,78.81,66.1,3.15,36.47,0
M014,332,578,80.28,81.88,69.0,2.47,5.39,0
M015,332,622,86.39,78.83,73.7,3.3,5.01,0
M016,332,667,92.64,76.41,69.8,2.89,26.03,0
M017,332,602,83.61,76.18,71.3,3.3,19.83,1
M018,332,518,71.94,82.12,57.1,3.06,4.97,0
M001,333,714,99.17,79.71,71.9,2.53,17.41,0
M002,333,698,96.94,79.15,58.7,2.43,16.62,0
M003,333,588,81.67,79.6,54.3,1.31,3.85,0
M004,333,693,96.25,78.99,68.8,3.43,11.96,1
M005,333,626,86.94,82.21,80.8,2.41,13.49,0
M006,333,691,95.97,80.22,58.1,2.13,5.13,0
M007,333,574,79.72,83.21,75.9,3.76,15.09,1
M008,333,551,76.53,84.39,68.9,2.69,8.28,0
M009,333,697,96.81,88.0,62.1,2.81,3.83,0
M010,333,662,91.94,86.29,59.1,3.73,7.57,0
M011,333,485,67.36,80.35,63.1,2.98,23.25,0
M012,333,449,62.36,83.1,68.2,2.88,5.16,0
M013,333,570,79.17,76.6,81.5,3.02,25.96,1
M014,333,501,69.58,83.73,75.1,2.87,6.94,0
M015,333,663,92.08,79.53,65.2,3.72,4.64,0
M016,333,607,84.31,79.3,68.6,2.85,26.1,1
M017,333,607,84.31,87.32,58.9,3.54,16.26,0
M018,333,644,89.44,84.39,76.2,3.55,4.92,1
M001,334,653,90.69,84.8,66.5,2.21,18.07,0
M002,334,585,81.25,84.29,70.3,2.99,18.48,0
M003,334,641,89.03,79.17,64.7,2.62,3.98,0
M004,334,579,80.42,77.26,74.4,2.8,12.77,1
M005,334,566,78.61,77.06,71.3,3.46,10.1,0
M006,334,640,88.89,80.86,66.7,2.06,5.15,0
M007,334,654,90.83,77.05,64.7,3.75,18.98,0
M008,334,460,63.89,73.95,67.2,3.24,9.33,1
M009,334,492,68.33,88.02,60.1,2.83,5.66,0
M010,334,509,70.69,77.08,64.4,2.87,7.0,1
M011,334,681,94.58,81.71,58.9,3.77,22.24,0
M012,334,659,91.53,88.64,67.1,3.15,3.94,0
M013,334,471,65.42,86.25,60.3,2.05,36.05,0
M014,334,706,98.06,75.94,61.1,2.21,6.63,1
M015,334,596,82.78,81.67,66.8,2.19,4.55,0
M016,334,698,96.94,85.38,74.0,2.69,27.72,0
M017,334,630,87.5,83.16,61.4,3.39,20.56,0
M018,334,645,89.58,78.04,71.9,3.54,3.75,0
M001,335,632,87.78,88.49,67.8,1.53,20.89,0
M002,335,477,66.25,80.65,68.4,3.26,16.91,0
M003,335,555,77.08,76.74,57.8,2.18,5.24,0
M004,335,615,85.42,83.63,72.9,1.56,13.13,0
M005,335,572,79.44,81.39,78.9,2.86,11.45,1
M006,335,558,77.5,73.95,65.0,2.39,4.39,0
M007,335,713,99.03,81.72,69.1,2.6,18.94,1
M008,335,515,71.53,73.09,53.9,2.98,9.59,0
M009,335,603,83.75,84.55,69.4,2.69,4.09,0
M010,335,564,78.33,78.01,70.5,2.85,5.39,0
M011,335,492,68.33,81.31,57.9,2.64,21.25,0
M012,335,623,86.53,83.07,83.3,3.5,4.35,0
M013,335,685,95.14,76.42,59.9,3.97,37.92,0
M014,335,717,99.58,85.12,81.1,1.82,6.42,0
M015,335,450,62.5,80.79,70.9,2.39,5.11,0
M016,335,636,88.33,85.02,65.9,2.92,26.54,0
M017,335,486,67.5,73.4,74.2,4.0,17.33,0
M018,335,632,87.78,86.02,62.0,2.53,4.81,0
M001,336,713,99.03,84.05,65.0,3.73,15.75,0
M002,336,678,94.17,79.29,68.3,1.76,14.48,0
M003,336,699,97.08,70.44,62.8,1.8,3.84,0
M004,336,572,79.44,85.23,66.2,3.05,14.08,0
M005,336,661,91.81,72.51,72.2,2.01,13.47,0
M006,336,513,71.25,78.94,63.6,1.49,4.44,0
M007,336,471,65.42,86.03,74.7,2.31,13.1,0
M008,336,661,91.81,73.28,64.7,3.57,10.04,0
M009,336,631,87.64,79.96,60.6,1.61,4.23,1
M010,336,647,89.86,77.56,70.5,2.78,4.81,1
M011,336,685,95.14,80.66,76.8,3.08,20.13,0
M012,336,607,84.31,76.42,66.6,3.05,5.51,1
M013,336,548,76.11,83.79,70.4,3.84,26.44,0
